id|imsi|imei|cell|lac|event_type|event_ts
2385|895740846|82461242795571|5689|80|8|13/12/2020 20:42
2386|879599091|63731641152802|9231|51|3|25/12/2020 01:27
2387|471314891|58246753400835|2524|34|1|17/12/2020 02:21
2388|864344887||5337|57|2|04/12/2020 02:46
2389|201854909|87938678427886|2816|87|2|12/12/2020 00:08
2390|503169279|80937187996617|2743|82|6|15/12/2020 03:57
2391|870687127|33355684938274|8375|83|5|29/12/2020 06:41
2392|161953451|87436063965805|5696|28|5|24/12/2020 06:40
2393|426104421|68797007106707|5974|91|1|13/12/2020 01:21
2394||59136002490599|3085|62|3|07/12/2020 01:13
2395|918515483|72358030673349|8963|51|1|04/12/2020 11:07
2396|256254820|78752596271614|7896|65|7|02/12/2020 04:13
2397|135489402|12405064307512|3532|36|7|28/12/2020 15:56
2398|540460703|45333292919143|5294|56|3|18/12/2020 08:58
2399|771048501|48153902898035|3843|29|2|21/12/2020 02:01
2400|228940969|28111912588731|4317|31|2|28/12/2020 19:32
2401|233977278|33289312791986|6398|35|6|02/12/2020 12:40
2402|265354877|24547055623661|3470|28|8|19/12/2020 15:40
2403|415408955|85702209486070|7404|90|6|03/12/2020 04:10
2404|902986004|88897709938755||38|2|06/12/2020 09:10
2405|133515761|47826927980128|3095|49|5|16/12/2020 22:43
2406|846158667|27206041661248|3350|20|3|16/12/2020 08:55
2407|701576769|91215414843746|3231|46|5|21/12/2020 16:48
2408|207785277|55318859477217|6411|12|8|30/12/2020 00:55
2409|291322798|24340204426404|7306|28|2|04/12/2020 14:10
2410|576250407|71648474991245|9716|65|2|06/12/2020 05:52
2186|908337524|31997014881060|5780|29|8|27/12/2020 09:11
2187||13839073376620|2707|69|2|14/12/2020 04:19
2188|224440405|70463506732314|4871|37|4|24/12/2020 13:50
2189|877775300|95709725284747|1765|84|6|02/12/2020 16:58
2190|429241699|12820343357643|2157|37|5|03/12/2020 16:37
2191|848095064|53527580366584|8965|18|9|06/12/2020 12:17
2192|164858985|93019860085878|2107|19|4|31/12/2020 16:35
2193|661413263||2344|89|2|20/12/2020 23:07
2194|404719553|56790824349606|9280|28|3|19/12/2020 11:39
2195|569049106|13752303641884|6585|22|8|15/12/2020 08:34
2196|743006960|18771321159644|4868|74|9|17/12/2020 22:47
2197|835003340|84677332548099|8893|97|1|22/12/2020 05:47
2198|137355181|67735386518251|5682|98|3|01/12/2020 23:13
2199|796944548|46822682274270|5745|25|9|28/12/2020 04:13
2200|360717498|54164271198361||33|5|08/12/2020 12:40
2201|479460771|47505999442887|5892|23|9|01/12/2020 22:24
2202|213390775|79046411660082|5328|80|6|27/12/2020 21:09
2203|302981554|95426405322117|1500|34|5|28/12/2020 16:26
2204|411689042|83668145797468|2938|87||27/12/2020 15:50
2205|374197341|24933415927956|9550|33|8|05/12/2020 07:33
2206|674369608|97299985594071|5297|87|6|15/12/2020 14:46
2207|280123394|35627318112277|2342|60|3|21/12/2020 10:36
2208|602638968|23051822846392|1912|14|2|15/12/2020 23:24
2209|339288537|96293291280775|7587|92|6|29/12/2020 14:44
2210|747784687|68840410077636|8772|89|9|24/12/2020 06:11
2211|353414365|16936195146520|6228|56|8|
2212|947858105|58257070529031|9467|74|1|09/12/2020 02:48
2213|402996461|84538948541502|2106|40|9|23/12/2020 08:09
2214|413226112|27288280903714||44|7|13/12/2020 22:41
2215|538372202|33146330971631|1617|34|3|01/12/2020 01:36
2216|688085949|22284969734349|7115|95|8|16/12/2020 02:08
2217|729396550|77880362036231|7866|74|2|27/12/2020 04:39
2218||58255298489823|4384|68|1|28/12/2020 19:59
2219|329228518|61512332173984|8586|14|9|
2220|896625619|37138431390145|1426|82|1|31/12/2020 11:05
2221|283201076|78321179657502|1830|21|8|20/12/2020 11:59
2222|279850344|13089655350914|8400|70|5|14/12/2020 15:11
2223|834906203||3528|44|5|19/12/2020 07:09
2224|904933493|92423088260548|2706|64|4|14/12/2020 15:27
2225|380708013|22094252299411|3979|34|2|05/12/2020 13:50
2226|883837564|56298127090502|6241|77|3|02/12/2020 16:29
2227|693503352|63495914149705|8872|98|4|23/12/2020 17:30
2228|166517967|68795284195843|8560|96|4|01/12/2020 13:45
2229|829509376|85760242381449|3063|54|5|09/12/2020 03:27
2230|871577380|78730738456533|4874|17|3|15/12/2020 21:23
2231|885952712||2193|22|9|26/12/2020 02:04
2232|356405242|48132645264097|6796|62|9|05/12/2020 19:21
2233|189495704|68872613779612|7683|94|6|16/12/2020 13:04
2234|420509827|78086591449430|2544|40|9|15/12/2020 10:24
2235|844285933|65259972232288|3022|23|7|
2236|356262621|45384685080318|1802|73|5|13/12/2020 08:45
2237|919511026|32424793119052|4188|96|9|26/12/2020 16:20
2238|267919238|91432986002912|3245|53|6|04/12/2020 05:33
2239|311092715|43142775639229|2508|52|5|04/12/2020 06:01
2240|478780888|50083442105419|3302|53|4|08/12/2020 04:30
2241|635291638|84405824702615|1332|12|9|11/12/2020 03:41
2242|766273673|90649980001255|8800|84|6|07/12/2020 23:55
2243|341405010|22997883535129|7720|48|7|25/12/2020 14:51
2244|762331875|18483009611070|8108|59|2|06/12/2020 05:56
2245|532752106|95806229795836|3565|40|1|09/12/2020 05:32
2246|428982357|35938262885091|7112|85|7|23/12/2020 17:16
2247|139274415|82876875362063|4487|30|9|29/12/2020 03:21
2248|365762435|82163200099447|6187|67|1|22/12/2020 10:41
2249|500643600|98537230971469|9812|41|5|26/12/2020 09:01
2250|615732562|75135878578853|8457|88|2|03/12/2020 20:11
2251|753929696|46114688545134|6331|36|6|11/12/2020 13:43
2252|420833293|49462776910021|1689|71|5|16/12/2020 09:39
2253|649311283|41324621146112|8633|44|8|11/12/2020 12:26
2254|767244180|48087970649630|6658|18|2|02/12/2020 13:35
2255|787529148|46461702173758|8167|73|2|11/12/2020 08:27
2256|574619073|20690484318494|3680|49|3|04/12/2020 09:02
2257|958691834|39691965244803|1224|40|4|17/12/2020 06:33
2258|397710616|16046294263355|5913|23|8|19/12/2020 13:46
2259|986272302|26341739080487|4269|97|4|14/12/2020 04:56
2260|371688741|48458418576451|5028|34|9|09/12/2020 03:02
2261|330032284|33067788654147|3193|90|5|21/12/2020 17:14
2262|290285132|81417942729863|8944|41|6|22/12/2020 21:53
2263|492295659|75511721563040|6906|17|7|17/12/2020 12:09
2264|734762014|53518380631644|9528|78|8|29/12/2020 03:51
2265|180502834|46015140413875|2272|24|3|06/12/2020 05:51
2266|795855158|39034845858941|7345|31|6|12/12/2020 22:17
2267|609259539|82981825682414|1236|49|5|05/12/2020 20:19
2268|823992029|51137919378522|3958|28|4|09/12/2020 22:16
2269|454789015|67360572694452|1765|60|7|11/12/2020 20:59
2270|883855147|68541397385292|6837|15|6|28/12/2020 17:32
2271|936145002|60126384002260|6477|24|7|28/12/2020 10:52
2272|473882375|66963062783495|6785|51|9|08/12/2020 09:02
2273|381691017|35967942672060|1836|33|1|26/12/2020 03:44
2274|265924363|51635022092796|4871|28|6|10/12/2020 06:32
2275|116883178|99322193424095|5171|65|6|20/12/2020 17:19
2276|939466792|76280557256046|6787|15|3|10/12/2020 19:11
2277|704651276|58924796688710|2277|86|7|04/12/2020 02:46
2278|602433309|44798579915510|6944|82|2|14/12/2020 08:09
2279|809000359|90914021482234|7256|26|5|04/12/2020 22:50
2280|257378252|98044099185195|4701|97|8|29/12/2020 11:37
2281|983673497|85085443705485|7052|74|9|25/12/2020 00:55
2282|627936789|36036599334575|6397|42|8|19/12/2020 20:07
2283|648412166|30195586905208|8600|85|5|13/12/2020 04:26
2284|568432437|21571812283001|8389|61|8|17/12/2020 02:14
2285|727673238|71496488066847|4658|29|9|02/12/2020 11:42
2286|489991749|53653300881299|2485|60|5|03/12/2020 04:32
2287|937742460|83660382304710|6219|76|5|31/12/2020 11:09
2288|779927681|60919901685087|9780|54|5|15/12/2020 13:44
2289|515189978|36042253520374|7753|64|9|30/12/2020 08:26
2290|283256679|49110018821235|8429|81|6|17/12/2020 05:29
2291|171686049|77176263621075|2431|41|6|31/12/2020 11:31
2292|785376129|74306690654324|7549|26|3|18/12/2020 13:03
2293|745181757|42424405813671|7649|47|1|11/12/2020 05:04
2294|337238715|25002579746668|7983|53|5|30/12/2020 16:00
2295|998639524|77490803894911|8420|68|5|14/12/2020 16:59
2296|409853423|25391172407600|3032|76|3|23/12/2020 05:42
2297|928375996|30323869025214|8644|62|1|30/12/2020 18:28
2298|436555425|20127813045102|7397|31|8|02/12/2020 03:06
2299|151349016|74840523252562|6542|72|1|02/12/2020 05:18
2300|898398072|29115071843681|9448|43|6|19/12/2020 19:38
2301|256665836|49867255399382|9382|21|8|30/12/2020 00:45
2302|792753787|58156143714314|2231|72|9|18/12/2020 05:30
2303|488412781|47628961393182|6554|37|5|11/12/2020 19:15
2304|114828088|31709451251563|6656|44|4|10/12/2020 06:29
2305|418147070|55445991802222|3103|27|7|14/12/2020 18:15
2306|844153627|61437859232742|2600|17|8|22/12/2020 04:35
2307|324726441|15880385550498|3976|45|9|15/12/2020 02:17
2308|874516740|53004055929800|5333|13|8|13/12/2020 01:40
2309|388472945|90165459788743|1541|14|4|11/12/2020 09:05
2310|341709991|93776038412943|1729|33|6|28/12/2020 17:22
2311|674330246|53301253904615|2185|45|6|21/12/2020 03:47
2312|786853857|44673600902482|7743|63|7|21/12/2020 21:54
2313|490707071|22517753343478|6460|92|1|01/12/2020 07:38
2314|328616325|71596051441345|7660|56|2|22/12/2020 13:05
2315|210870732|50925497292003|2547|29|3|27/12/2020 23:15
2316|291118193|19518411234274|2586|74|8|18/12/2020 16:21
2317|891985342|54990161011041|7813|53|3|22/12/2020 06:49
2318|244510667|35538830883305|3355|14|9|17/12/2020 17:30
2319|928305694|88731043911116|5499|80|1|08/12/2020 22:21
2320|623022646|36513034539463|6453|59|6|16/12/2020 17:01
2321|950006128|77854253012169|4296|88|4|31/12/2020 13:27
2322|401803225|59968274921919|7126|31|3|23/12/2020 03:45
2323|563544050|35215468498285|3550|61|8|21/12/2020 02:10
2324|370520612|41741252768709|9079|63|4|11/12/2020 16:14
2325|585861686|81378167794516|2778|30|1|04/12/2020 21:44
2326|807253736|94531639739003|6293|34|4|12/12/2020 13:31
2327|731691858|92064558867041|6312|14|4|03/12/2020 23:56
2328|673071395|38866227136770|2352|17|8|01/12/2020 13:33
2329|181387674|80101245416676|1204|51|5|20/12/2020 20:59
2330|263949928|56276301125577|6128|79|8|04/12/2020 05:09
2331|299171880|15232708082044|3072|86|1|23/12/2020 09:02
2332|647936659|76459630838927|3699|93|2|02/12/2020 00:43
2333|807365504|78735094416879|9928|53|7|09/12/2020 05:28
2334|432359488|37672861479413|5137|19|9|11/12/2020 19:12
2335|179856189|11885799983983|4847|60|4|17/12/2020 03:02
2336|455381025|50512684750513|2027|63|4|11/12/2020 19:27
2337|400972817|80803524062149|4021|69|3|09/12/2020 22:33
2338|815721463|19556856866730|2148|99|4|11/12/2020 08:37
2339|550880280|55960468067867|1869|91|9|07/12/2020 22:55
2340|715167013|56964666227763|1732|65|1|08/12/2020 21:47
2341|538752563|54580428328769|6526|23|5|02/12/2020 07:50
2342|751204076|92603056848560|4775|74|1|27/12/2020 05:05
2343|731785228|12671311546346|5523|55|7|10/12/2020 20:12
2344|407152292|46727030215843|2507|42|6|15/12/2020 01:40
2345|798523412|72148532572751|8730|86|9|02/12/2020 15:42
2346|278677002|79518591250139|6640|90|3|25/12/2020 06:29
2347|541038020|89234428302901|2030|88|3|09/12/2020 20:01
2348|327811391|20761039750992|1798|24|6|27/12/2020 20:56
2349|429295648|94103626325002|6611|94|6|11/12/2020 19:22
2350|366630562|23171166655259|7348|84|2|31/12/2020 19:33
2351|699221955|77168234494005|9429|55|3|20/12/2020 14:28
2352|818338102|41363308996470|8376|90|3|23/12/2020 10:58
2353|956114696|19162353112760|4908|75|5|22/12/2020 20:07
2354|250185940|49271812547219|3675|35|2|29/12/2020 10:58
2355|359035390|46481330101767|9614|95|2|07/12/2020 19:07
2356|446801912|78010665428979|1356|24|6|13/12/2020 02:47
2357|319388788||7791|61|8|10/12/2020 05:40
2358|300388272|90480004598239|5492|76|6|21/12/2020 10:03
2359|427343683|57971736491348|4420|99|9|17/12/2020 11:49
2360|759831137|25215901514808|2442|51|5|19/12/2020 05:51
2361|140901197|81129969923857|1804|18|7|26/12/2020 15:35
2362|211456897|96148552271817|6479|78|4|19/12/2020 01:02
2363|415886496|69812946822475|8657|38|5|07/12/2020 17:40
2364|772905754|90221358637681|2120|11|4|11/12/2020 08:00
2365|195972055|81585985085293|9761|18|1|28/12/2020 18:35
2366|348079332|94315063086932|8498|76|8|30/12/2020 03:12
2367|217336532|74725291672502|8319|97|4|14/12/2020 08:53
2368|475374677|54449206073729|5225|92|6|18/12/2020 21:31
2369|128817680|91940569110085|9112|73|6|11/12/2020 03:47
2370|455671805|26639681870113|1605|42|3|19/12/2020 17:53
2371|313602334|70058661969315|3929|39|1|07/12/2020 13:17
2372|238549839|56611049704504|3589|83|2|22/12/2020 11:18
2373|479173322|38472542748450||35|6|21/12/2020 11:20
2374|209170053|62837833426801|8349|81|2|09/12/2020 14:54
2375|273032778|44461785208019|6933|14|1|12/12/2020 17:52
2376|679396190|98581332170749|2386|27|5|16/12/2020 17:23
2377|531988595|79627104021404|9009|24|4|06/12/2020 04:23
2378|300077116||3025|67|9|21/12/2020 20:42
2379|626428646|30962394527785|1174|57|4|19/12/2020 13:38
2380|661560739|31371873711101|9517|59|2|08/12/2020 06:44
2381|838059759|60945265933556|7361|19|2|19/12/2020 18:57
2382||26905343541278|4787|18|5|18/12/2020 22:55
2383|396867910|49113860948928|5775|19|5|03/12/2020 23:26
2384|845698273|51370875421614|6280|94|5|06/12/2020 11:26
2385|972267570|46802120008680|9935|97|6|07/12/2020 10:38
2386|288492803|38994925411221|3028|27|1|05/12/2020 09:50
2387|586879939|83979878733830|1941|94|4|12/12/2020 08:23
2388|940996981|95185910880664|9082|84|3|01/12/2020 08:43
2389|273268628|49727784447165|9416|85|9|23/12/2020 11:02
2390|165998766|39986674257537|8668|20|6|30/12/2020 02:35
2391|112250463|74155332854655|3528|96|4|29/12/2020 01:21
2392|625349539|12372401698881|8634|22|4|02/12/2020 14:11
2393|719784600|45971344626419|8780|72|9|08/12/2020 14:38
2394|769412525|91439979538621|6116|37|4|22/12/2020 00:44
2395|667306303|32143012294856|9195|44|6|10/12/2020 03:28
2396|247655338|54194145476268|4287|18|9|29/12/2020 18:36
2397|194501167|99594626361382|3299|54|4|13/12/2020 01:43
2432|116013760|96553116459881|5899|89|6|07/12/2020 12:25
2433||93884196732342|8790|77|6|24/12/2020 22:09
2434|576703818|51109539689052|5172|11|5|25/12/2020 11:04
2435|237593236|72820876836650|3518|67|3|02/12/2020 23:30
2436|657780635|63207393604911|8920|50|9|02/12/2020 11:38
2437|956771450|17863775010277|3982|94|3|27/12/2020 22:10
2438|967026063|84153557557914|3446|19|6|20/12/2020 18:09
2439|991185230||2453|59|2|16/12/2020 14:05
2440|392404133|31503530644966|2357|48|5|24/12/2020 20:30
2441|840464303|67830894961060|7926|49|8|29/12/2020 04:54
2442|394175105|24351483072471|3506|30|1|28/12/2020 20:02
2443|807606861|16038177103769|1188|46|5|24/12/2020 02:03
2444|130608329|43487581745489|8293|92|2|26/12/2020 15:27
2445|817425060|50703982347986|7402|70|6|20/12/2020 05:37
2446|692701529|11455231731084||23|8|02/12/2020 00:46
2447|897755255|24441628754818|7035|47|2|25/12/2020 07:06
2448|317670789|11846858463184|9323|64|9|13/12/2020 01:57
2449|961927186|94901073149219|9000|23|4|24/12/2020 10:06
2450|389696088|55346147622737|8265|48||12/12/2020 10:35
2451|422482810|37757031783061|6197|83|3|24/12/2020 20:19
2452|314739289|99401800190253|1236|94|4|10/12/2020 13:39
2453||57468394474488|2993|34|4|05/12/2020 01:57
2454|412636112|22048971650057|3958|84|1|05/12/2020 01:32
2455|626257591|45618744707450|6850|42|3|01/12/2020 09:24
2456|852190787|41182540551983|6634|21|8|22/12/2020 19:00
2457|922003121|34295901613274|2488|21|4|
2458|699903219|45220106162951|6861|48|7|22/12/2020 04:49
2459|850606030|78434201570371|8578|57|1|29/12/2020 04:35
2460|292775453|42748813402857||69|1|17/12/2020 19:02
2461|467121534|40044029924771|5572|71|1|11/12/2020 08:21
2462|569264732|30685806596184|3487|54|8|14/12/2020 11:57
2463|560544358|51645117416873|7774|69|3|02/12/2020 07:20
2464||98773522216306|7108|39|3|20/12/2020 21:33
2465|679194618|37257122288913|5910|81|4|
2466|923127176|68446164918068|9463|61|7|09/12/2020 05:05
2467|226613240|54564598801887|4045|58|5|07/12/2020 14:50
2468|764845439|53300096237408|4665|76|1|28/12/2020 02:43
2469|903989044||5409|60|6|09/12/2020 00:04
2470|866097741|81591811414323|4270|40|5|01/12/2020 10:38
2471|585576847|75248881246668|8923|54|6|05/12/2020 11:27
2472|610357417|70511102734096|3713|95|4|06/12/2020 04:54
2473|476625151|65165400357094|1152|84|2|08/12/2020 23:49
2474|345774223|95119355511663|2196|23|4|31/12/2020 22:18
2475|588565296|89852873261416|5706|89|5|13/12/2020 19:02
2476|743173696|74165271650518|2082|17|4|29/12/2020 09:50
2477|653511395||1165|63|2|27/12/2020 03:48
2478|951769886|61561393526148|5344|34|7|01/12/2020 10:40
2479|537578897|78364117722728|4171|12|5|17/12/2020 12:41
2480|992941034|58176406350727|6105|96|6|08/12/2020 00:17
2481|273910840|81087014299284|6284|49|8|
2482|888018474|19966359554501|4105|50|8|20/12/2020 01:28
2483|491887256|67686200804326|9320|37|1|29/12/2020 01:31
2484|511149330|55918690457195|7527|43|2|09/12/2020 06:14
2485|770391265|46563118986998|4380|66|3|13/12/2020 07:34
2486|423446121|75600936785439|3330|20|1|26/12/2020 18:47
2487|288345333|18011097834744|5377|37|3|05/12/2020 14:17
2488|746545979|41538222469799|5024|24|4|05/12/2020 06:09
2489|466245701|40024371699919|6958|72|6|31/12/2020 22:05
2490|254123257|90948733005883|5203|38|8|19/12/2020 08:31
2491|606553927|11638630713408|1813|78|3|03/12/2020 18:03
2492|278504009|75958602271934|5091|89|1|08/12/2020 23:46
2493|887800874|94757694358726|8017|57|3|28/12/2020 10:54
2494|983245604|75090747541812|7355|19|5|18/12/2020 05:20
2495|825859551|96768227123162|3221|48|5|12/12/2020 15:30
2496|933600023|35643196886423|9397|79|9|12/12/2020 14:44
2497|621848036|18366306883685|2911|32|1|13/12/2020 20:01
2498|805149630|86012070120128|6882|13|6|21/12/2020 08:14
2499|128509717|41183562503927|8672|17|9|24/12/2020 03:52
2500|538162400|37318623852818|9833|11|6|24/12/2020 18:26
2501|450136999|94250247361291|1133|79|9|11/12/2020 17:11
2502|313625881|77016500037180|2439|36|5|14/12/2020 06:11
2503|423117626|35812799285304|5351|44|4|24/12/2020 06:29
2504|605253349|88096664423015|6394|12|1|28/12/2020 22:10
2505|890426474|79890645841969|3212|92|4|25/12/2020 15:29
2506|538896309|61194865234024|1327|17|3|14/12/2020 23:04
2507|163770600|74584353838704|6980|26|1|20/12/2020 19:06
2508|322200003|27895098274438|4896|20|1|18/12/2020 04:01
2509|870948426|55152160729576|7417|88|4|19/12/2020 12:48
2510|892771798|37516597913630|3856|35|3|06/12/2020 17:05
2511|929212043|38584757369334|9760|44|8|03/12/2020 07:08
2512|813392524|45516160455635|6023|62|1|14/12/2020 13:12
2513|659205322|15359084258436|8982|85|6|10/12/2020 22:49
2514|238145722|70079656152455|6039|73|3|03/12/2020 08:40
2515|898533105|75615985035053|6106|82|6|23/12/2020 16:45
2516|698260415|70080603039428|1370|59|9|31/12/2020 05:26
2517|754751315|24215176717786|7573|26|6|24/12/2020 10:32
2518|992082190|35359431276346|4310|98|2|23/12/2020 12:37
2519|644472914|22639391022038|3325|94|8|08/12/2020 15:35
2520|123942412|66508298308919|2814|53|7|26/12/2020 07:51
2521|764968244|99760879817185|7217|96|9|03/12/2020 15:19
2522|489280416|15120796455964|4736|81|2|21/12/2020 19:27
2523|942926965|75913610181668|4353|48|2|28/12/2020 14:49
2524|440510313|42384331012961|4541|82|7|29/12/2020 18:12
2525|620930533|97628609600461|4031|80|5|07/12/2020 02:32
2526|722740471|89419714888470|9874|84|4|16/12/2020 19:16
2527|475925594|26770534187751|9223|67|4|21/12/2020 16:58
2528|214944256|46673423394495|2607|25|6|14/12/2020 15:42
2529|668529147|72058646472826|2388|94|2|07/12/2020 15:00
2530|748446612|83212758608038|3780|79|3|23/12/2020 21:45
2531|781257254|53529796970285|7649|41|4|24/12/2020 08:21
2532|864138152|93025539412571|5085|58|9|03/12/2020 22:29
2533|970406909|99117210453800|8604|44|7|10/12/2020 02:53
2534|265546850|66564259690242|9911|61|6|24/12/2020 18:11
2535|970349356|29151259041993|2386|17|4|24/12/2020 08:45
2536|272298151|78075077011970|3855|90|9|12/12/2020 01:36
2537|145670897|64382354434138|9011|45|7|14/12/2020 19:41
2538|889383849|41601303482449|1901|23|1|22/12/2020 17:17
2539|405612709|32528218109479|6530|36|4|29/12/2020 12:40
2540|121077250|87624290411718|3162|56|7|09/12/2020 09:39
2541|293077369|29440407360597|9625|27|3|12/12/2020 05:45
2542|844586690|87266405384735|5818|43|7|29/12/2020 19:32
2543|768693810|39451407018602|7459|80|3|06/12/2020 14:20
2544|479440419|16095425168373|1944|42|8|30/12/2020 17:14
2545|645136151|55290025251258|5834|74|3|20/12/2020 05:54
2546|320598262|74655867586986|1755|64|5|28/12/2020 18:24
2547|795744898|88930232651206|3827|25|3|26/12/2020 04:33
2548|634862146|88549705426191|9720|18|8|04/12/2020 10:58
2549|344057496|78229251004030|2080|45|8|19/12/2020 11:24
2550|647400024|26810954476988|3922|49|5|22/12/2020 06:57
2551|265868641|60610607153407|6407|61|6|07/12/2020 15:12
2552|541204316|39569083035868|4239|43|7|04/12/2020 20:39
2553|420940590|69167656387440|7431|59|1|09/12/2020 21:56
2554|470347307|21046884674841|5414|40|6|25/12/2020 20:10
2555|522649896|19864355781651|5788|54|3|23/12/2020 13:47
2556|876498367|96998708067749|6896|34|8|20/12/2020 06:02
2557|331518990|54885741118857|8702|74|8|24/12/2020 02:41
2558|581230228|78755380457647|1442|40|6|18/12/2020 00:15
2559|966847027|60244081125035|9010|65|7|30/12/2020 00:07
2560|446180396|43618909426896|2724|68|3|29/12/2020 14:06
2561|812370677|55020834846646|4208|49|6|14/12/2020 23:16
2562|733387366|70899375842521|8085|94|7|14/12/2020 08:00
2563|113539446|53091625251330|4056|92|7|19/12/2020 17:40
2564|448563605|12142451581232|7776|16|9|01/12/2020 22:23
2565|614241790|26511652599265|3760|92|8|21/12/2020 20:42
2566|955001170|88638402131895|2229|29|4|06/12/2020 13:02
2567|509034618|58703534478084|1470|47|9|08/12/2020 12:24
2568|776488314|56557932333119|4595|60|2|04/12/2020 16:57
2569|663008275|99109207809497|8133|74|8|24/12/2020 03:55
2570|653340157|59567312889974|6073|11|3|23/12/2020 13:19
2571|513264358|43776891807592|9980|32|8|24/12/2020 18:21
2572|831651861|93329052481690|9906|50|5|27/12/2020 00:51
2573|296982850|88686604496792|6847|94|8|01/12/2020 10:49
2574|712173098|56627338829611|2473|38|7|11/12/2020 17:29
2575|200728848|32435732844591|3290|59|1|07/12/2020 14:03
2576|910405329|33999627770514|9475|79|9|12/12/2020 00:20
2577|825809646|46960900309167|9176|12|9|21/12/2020 23:55
2578|808209600|67731635314196|2901|48|3|05/12/2020 02:45
2579|218876596|22872693017491|5947|85|1|13/12/2020 10:20
2580|459982293|33917042407264|1169|11|7|23/12/2020 12:20
2581|247186139|34985644572578|3009|76|8|29/12/2020 11:26
2582|800343508|92346703066662|6546|90|1|11/12/2020 06:45
2583|788383901|21139384770774|4280|40|4|11/12/2020 02:52
2584|291037537|34373869624436|7885|29|5|20/12/2020 03:36
2585|593262910|20145425421878|1755|70|2|01/12/2020 16:40
2586|846301650|21443644070965|2220|59|6|30/12/2020 11:37
2587|913858100|80279467962034|2199|43|2|12/12/2020 14:10
2588|507850891|21557866638935|4829|55|2|30/12/2020 14:12
2589|154686479|70529765103376|6975|94|5|26/12/2020 01:08
2590|941806505|61100960419915|8991|78|2|05/12/2020 21:04
2591|811103884|88796834366105|4474|19|1|12/12/2020 10:01
2592|600099851|44541344099371|7853|52|7|06/12/2020 02:55
2593|395880319|56247292529986|5123|53|7|02/12/2020 22:41
2594|899921632|85479525905198|9635|28|3|02/12/2020 01:32
2595|256915195|13701904362798|3410|44|2|25/12/2020 07:25
2596|965250934|95370261567133|1563|39|5|13/12/2020 18:18
2597|297026040|85762750195613|6609|96|3|06/12/2020 16:05
2598|653223165|32802704984846|8449|91|2|21/12/2020 03:30
2599|772954671|13435307364874|1727|82|3|06/12/2020 22:12
2600|802258204|88114623000062|2357|74|3|23/12/2020 11:35
2601|921343697|30700308799329|3296|32|4|18/12/2020 23:45
2602|590876997|62018720651445|3338|92|7|16/12/2020 22:21
2603|942545438|38452635585252|4761|80|5|28/12/2020 19:09
2604|783762150|76637168798301|9029|24|6|19/12/2020 00:36
2605|154503052|80092793767280|4248|53|5|11/12/2020 23:45
2606|831041216|96449570855600|5145||9|01/12/2020 19:40
2607|930766707|71456128413420|6490|73|2|24/12/2020 08:27
2608|296379113|62888180080712|1801|73|9|03/12/2020 00:02
2609|947772983|37607407603070|1210|11|7|13/12/2020 07:04
2610|953465425|38266363791891|1155|83|2|20/12/2020 15:19
2611|511295595|90001905300899|4374|97|1|14/12/2020 20:43
2612|550459096|60855860367221|1307|79|5|24/12/2020 00:53
2613|218886895|67042444195246|2439|72|2|13/12/2020 19:53
2614|561962315|60050047319306|9649|57|2|16/12/2020 07:15
2615|221344287||2580|92|7|27/12/2020 00:05
2616|645549146|13012850720178|4516|92|4|27/12/2020 14:29
2617|548621173|20498248803948|5290|80|4|28/12/2020 10:54
2618|874816189|83767937873355|4383|52|7|05/12/2020 02:47
2619|814920668|64567133861935|8395|20|3|19/12/2020 15:37
2620|274510205|44790973032199|7615|84|5|09/12/2020 17:49
2621|447181614|13001166775099||54|9|13/12/2020 15:42
2622|476283154|23551263991413|6238|57|2|26/12/2020 07:48
2623|165183986|43762987664550|3583|48|1|14/12/2020 01:32
2624|741854613|61900819177630|5830|19|9|11/12/2020 20:19
2625|831360141|83861770471938|5626|48|1|02/12/2020 18:34
2626|997870754|31382152463673|1391|71|1|06/12/2020 09:35
2627||80511304884452|7532|74|2|10/12/2020 23:58
2628|185728261|33210124558004|3670|18|6|28/12/2020 08:15
2629|829742061|60613840679670|2567|14|9|29/12/2020 11:04
2630|269342833|88482704324011|3330|25|3|30/12/2020 08:55
2631|955042385|74415517546180|4911|71|9|29/12/2020 00:34
2632|589925489|27701480080749|8306|21|6|19/12/2020 02:56
2633|307186072|54906469144791|7842|65|4|29/12/2020 14:17
